ID,Ponto,LATITUDE,LONGITUDE,Fazenda,Município,Textura,Uso atual,Cultura,Manejo,Época,Data da coleta,A,E,gs,Ca,Ci,Ci/Ca,EUA,A/Ci,YII,ETR,Chl a,Chl b,IAF,Chl a.1,Chl b.1,IAF.1,IAF.2,Estágio,Peso Seco
D-04,4,-17.6232,-50.9763,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-02-28,15.4606,2.9469,0.1918,409.889,229.289,0.5594,5.2465,0.06743,0.7298,146.889,32.84,5.95,2.83,32.15,6.64,2.78,2.51,V4,62.33
D-21,21,-17.4727,-51.04,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.7634,-50.989,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7931,-50.84,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.5501,-51.0937,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-02-28,16.3081,3.9352,0.2599,414.212,207.888,0.5019,4.1442,0.07845,0.744,149.611,20.76,7.03,2.3,21.87,6.29,2.25,2.06,R3,78.22
D-52,52,-17.7369,-50.9434,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.847,-51.1097,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.5388,-50.8339,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.6917,-51.1993,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,14.0165,3.3693,0.2868,413.04,286.419,0.6934,4.1601,0.04894,0.7067,130.121,23.12,8.27,3.55,23.1,8.1,3.24,3.16,V4,98.71
D-12,12,-17.5353,-50.8805,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.5721,-51.09,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.4691,-50.9431,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.5851,-50.885,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.8878,-50.9185,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.8203,-50.9307,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.4458,-50.844,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.7572,-51.0188,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8836,-50.9071,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.4653,-50.8469,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.7619,-50.9987,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.5176,-51.0558,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.5722,-50.9235,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.6013,-50.9399,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.8157,-51.0866,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.5578,-51.1757,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8124,-51.1122,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.5723,-51.1624,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.517,-50.8491,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.4117,-51.1254,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.7712,-51.1242,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.5887,-50.9943,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.5416,-51.0134,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.7365,-51.1646,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.5313,-51.1593,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.4707,-51.1028,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.4625,-51.1346,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.4732,-51.1061,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.6641,-50.9672,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.5757,-50.9944,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.7181,-50.8724,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.6723,-50.851,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.5984,-51.1294,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.7765,-50.8563,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.4408,-51.114,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.8898,-50.8833,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.7748,-51.0949,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.7281,-50.8203,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.5478,-51.1687,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.4377,-51.0078,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.7323,-51.1951,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.6071,-51.1218,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,19.4029,4.7309,0.201,417.923,303.924,0.7272,4.1013,0.06384,0.836,206.602,33.04,10.23,3.7,31.45,9.17,3.58,3.81,R3,82.95
D-43,43,-17.4788,-50.8524,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.5467,-50.9699,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5818,-50.971,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-01-23,9.7412,2.0086,0.2485,413.951,239.119,0.5776,4.8498,0.04074,0.7457,181.211,25.33,7.79,2.58,24.82,6.61,2.84,2.49,V4,107.29
D-41,41,-17.6504,-50.9521,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.7793,-50.8542,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7694,-51.0157,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.6517,-50.8449,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-82,82,-17.7282,-51.0189,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.5742,-50.92,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.6875,-50.8752,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.5852,-50.946,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.4153,-50.9068,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.8015,-51.1695,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.839,-51.1543,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.5219,-51.0012,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.4529,-51.0893,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.6948,-50.9772,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6448,-50.9963,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.6924,-50.9405,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.5588,-51.1133,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.425,-51.0859,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.7155,-51.1301,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.8207,-51.0332,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.4488,-50.8814,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.8662,-50.9951,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.8995,-51.0105,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.7837,-51.1743,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.7558,-50.927,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-01-23,13.588,2.9187,0.2132,408.279,274.375,0.672,4.6554,0.04952,0.727,165.01,30.72,9.0,3.29,30.82,9.23,3.44,2.92,V4,78.61
D-07,7,-17.5863,-50.9664,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,20.4982,4.6945,0.2704,401.181,232.047,0.5784,4.3664,0.08834,0.734,135.352,20.77,11.22,2.68,21.04,11.39,3.02,2.89,R1,92.14
D-51,51,-17.7706,-50.9982,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.8068,-51.1123,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.7178,-50.8021,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4433,-50.9928,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.4315,-50.8421,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.5516,-50.8866,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4392,-51.0026,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.8818,-50.8579,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.8135,-51.0744,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,18.8671,5.2352,0.2098,408.764,272.478,0.6666,3.6039,0.06924,0.7472,150.651,33.43,12.1,2.87,30.44,10.9,3.21,3.09,R3,70.61
D-29,29,-17.4915,-50.9257,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.5233,-51.1874,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.508,-51.0335,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.6843,-50.8721,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.8879,-50.8235,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.4322,-50.8807,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.7974,-51.0186,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-71,71,-17.7369,-51.1061,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.757,-51.1714,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.6843,-50.874,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.6588,-50.8869,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,16.2864,4.5859,0.3078,405.49,240.339,0.5927,3.5514,0.06776,0.6318,164.204,21.12,12.91,2.92,25.49,13.24,2.67,2.39,V4,90.35
D-86,86,-17.5948,-50.8893,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.6604,-51.1894,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.5945,-50.9461,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-02-28,19.3869,3.4833,0.243,413.951,316.833,0.7654,5.5657,0.06119,0.6693,126.601,28.35,11.48,3.96,25.96,9.82,3.68,3.85,R1,79.14
D-76,76,-17.5217,-50.8037,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.4963,-51.0579,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.7114,-51.0424,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,31.3514,6.5371,0.2279,417.924,238.422,0.5705,4.7959,0.1315,0.7745,169.166,32.84,9.91,2.71,33.48,8.36,2.87,2.46,V4,56.15
D-26,26,-17.435,-51.0008,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.6874,-50.8482,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.6455,-50.8372,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,20.5102,3.9175,0.2018,411.138,306.547,0.7456,5.2355,0.06691,0.766,159.727,34.57,10.67,3.38,33.48,10.34,3.54,3.38,R1,91.8
D-86,86,-17.4404,-51.0498,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.599,-50.905,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.871,-50.8203,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6265,-50.872,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.4901,-51.1988,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.545,-50.9184,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.7128,-51.1596,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,17.7882,3.7122,0.1963,397.966,202.846,0.5097,4.7918,0.08769,0.7232,165.504,24.69,7.53,2.33,24.32,5.54,2.08,2.64,R3,29.44
D-12,12,-17.683,-50.9169,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.6078,-50.9923,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.5928,-50.9015,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.745,-51.0145,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.5587,-51.1403,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,15.9707,4.2078,0.2009,416.738,265.755,0.6377,3.7955,0.0601,0.6959,137.763,25.48,9.12,3.35,27.64,8.19,2.82,2.88,R3,85.58
D-52,52,-17.7013,-51.1982,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.4287,-50.8197,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.6801,-50.8058,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.5208,-50.8031,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.6827,-51.1273,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.8989,-50.9957,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.4191,-51.1004,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.4341,-50.9715,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.847,-51.0416,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.8098,-50.9546,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.5603,-50.8918,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5049,-50.9501,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.7255,-50.9207,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.5519,-51.1713,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.8844,-50.9515,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.5946,-51.0815,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.7214,-50.8593,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.4837,-51.1295,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,17.4369,4.259,0.1848,426.482,277.334,0.6503,4.0941,0.06287,0.6361,124.104,28.31,11.33,2.77,28.32,11.97,2.82,2.61,R1,109.53
D-74,74,-17.6317,-50.8685,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.6353,-50.8469,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.8215,-51.1953,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.776,-51.1696,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.5436,-51.021,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.5629,-51.0641,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.5988,-51.0488,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.7683,-50.8282,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.6745,-51.0391,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.6051,-50.8762,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.8118,-51.1793,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.647,-51.1597,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.528,-50.9874,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.741,-51.0066,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.6246,-50.9526,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.8594,-51.1937,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.4714,-51.1129,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8609,-51.1881,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,15.2808,3.1845,0.3271,424.088,281.923,0.6648,4.7985,0.0542,0.7644,162.122,30.21,14.75,3.61,29.38,13.73,4.03,4.04,R1,112.18
D-36,36,-17.8649,-51.1772,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4928,-51.1059,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.5882,-51.146,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.567,-50.9482,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.6675,-51.0398,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,12.6258,3.0508,0.2386,419.716,287.85,0.6858,4.1385,0.04386,0.7494,163.676,32.33,11.63,3.81,27.93,11.94,2.9,3.38,R1,94.04
D-79,79,-17.5399,-50.9672,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.5277,-51.0189,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.4107,-51.0005,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,13.8466,3.032,0.2447,421.26,282.67,0.671,4.5668,0.04899,0.687,105.032,25.12,12.68,3.55,25.25,12.94,3.35,3.56,R1,96.41
D-08,8,-17.7217,-51.0203,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6681,-51.1876,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.6942,-51.1249,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.5934,-51.1944,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.4244,-51.0247,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.6619,-51.0202,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.5548,-50.8068,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.8832,-51.0897,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.6405,-50.876,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.5812,-51.1797,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,4.4804,1.3467,0.215,411.48,287.402,0.6985,3.3269,0.01559,0.8063,199.896,24.68,12.08,1.99,24.22,11.61,1.91,2.11,R3,82.9
D-20,20,-17.6861,-50.8864,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.7154,-51.1056,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.8464,-51.0914,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.4685,-51.0836,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.7874,-51.068,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.6989,-51.1796,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.5809,-51.0104,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.8107,-50.8384,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.8345,-51.1793,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.6221,-51.081,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.8138,-50.8281,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.7356,-51.0711,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.7305,-51.0688,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.6471,-50.8349,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.8728,-51.0802,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.5475,-51.172,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.7397,-50.8143,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.8055,-51.1048,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.8785,-50.9115,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.7535,-50.8186,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.501,-51.0966,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-71,71,-17.756,-50.9105,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.7795,-50.8993,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.4639,-50.9592,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.8596,-50.9393,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,17.7731,6.1597,0.1247,414.01,225.538,0.5448,2.8854,0.0788,0.8316,170.185,32.38,11.81,3.43,31.19,12.15,3.54,3.3,R3,64.35
D-72,72,-17.7852,-50.8677,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.8078,-50.8107,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.7757,-51.1766,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.4032,-50.8039,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.8399,-50.8733,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7048,-51.0063,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.6775,-50.9812,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.6016,-50.9589,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.7928,-50.9162,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4418,-51.0181,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.842,-51.1845,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.6225,-51.1624,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.6729,-51.1238,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.4066,-51.0166,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.6264,-50.9757,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.7627,-50.934,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.4751,-50.9545,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4787,-51.0704,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.4608,-50.9159,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.7344,-50.932,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.766,-50.9575,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.6764,-51.0696,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.4347,-50.9977,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
